ccode,polity_code,dispute,StYear,EndYear
375,FIN,1,1941,1941
200,UKG,1,1941,1941
255,GMY,1,1942,1942
140,BRA,1,1942,1942
255,GMY,1,1943,1943
225,SWZ,1,1943,1943
100,COL,1,1943,1943
255,GMY,1,1943,1943
310,HUN,1,1944,1945
255,GMY,1,1944,1945
220,FRN,1,1946,1946
800,THI,1,1946,1946
645,IRQ,1,1948,1948
660,LEB,1,1948,1948
651,EGY,1,1948,1948
666,ISR,1,1948,1948
663,JOR,1,1948,1948
652,SYR,1,1948,1948
616,TUN,1,1959,1959
220,FRN,1,1959,1959
710,CHN,1,1960,1960
790,NEP,1,1960,1960
740,JPN,1,1961,1961
365,RUS,1,1961,1961
220,FRN,1,1865,1866
2,USA,1,1865,1866
42,DOM,1,1961,1961
2,USA,1,1961,1961
2,USA,1,1963,1963
130,ECU,1,1963,1963
551,ZAM,1,1965,1966
552,ZIM,1,1965,1966
200,UKG,1,1965,1966
2,USA,1,1967,1967
130,ECU,1,1967,1967
811,CAM,1,1968,1969
817,NA,1,1968,1968
710,CHN,1,1968,1968
2,USA,1,1968,1969
365,RUS,1,1968,1969
452,GHA,1,1968,1969
385,NOR,1,1973,1973
160,ARG,1,1973,1973
165,URU,1,1973,1973
500,UGA,1,1975,1975
501,KEN,1,1975,1975
710,CHN,1,1919,1919
740,JPN,1,1919,1919
200,UKG,1,1937,1937
740,JPN,1,1937,1937
2,USA,1,1937,1937
200,UKG,1,1961,1961
390,DEN,1,1961,1961
210,NTH,1,1953,1953
850,INS,1,1953,1953
713,TAW,1,1953,1953
775,MYA,1,1953,1953
710,CHN,1,1960,1960
2,USA,1,1960,1960
230,SPN,1,1866,1866
2,USA,1,1866,1866
100,COL,1,1885,1886
325,ITA,1,1885,1886
140,BRA,1,1903,1903
2,USA,1,1903,1903
2,USA,1,1949,1950
713,TAW,1,1949,1950
200,UKG,1,1949,1949
713,TAW,1,1949,1949
200,UKG,1,1950,1950
713,TAW,1,1950,1950
710,CHN,1,1950,1950
200,UKG,1,1950,1950
220,FRN,1,1950,1950
710,CHN,1,1950,1950
160,ARG,1,1850,1851
150,PAR,1,1850,1851
200,UKG,1,1838,1838
140,BRA,1,1838,1838
230,SPN,1,1864,1864
2,USA,1,1864,1864
812,LAO,1,1966,1966
800,THI,1,1966,1966
812,LAO,1,1969,1969
800,THI,1,1969,1969
812,LAO,1,1970,1970
800,THI,1,1970,1970
800,THI,1,1953,1953
775,MYA,1,1953,1953
210,NTH,1,1957,1957
850,INS,1,1957,1957
800,THI,1,1948,1948
220,FRN,1,1948,1948
710,CHN,1,1949,1949
220,FRN,1,1949,1949
220,FRN,1,1952,1952
800,THI,1,1952,1952
800,THI,1,1954,1954
775,MYA,1,1954,1954
800,THI,1,1955,1955
775,MYA,1,1955,1955
775,MYA,1,1957,1957
750,IND,1,1957,1957
713,TAW,1,1961,1961
840,PHI,1,1961,1961
800,THI,1,1960,1960
812,LAO,1,1960,1960
816,VIE,1,1960,1961
812,LAO,1,1960,1961
800,THI,1,1960,1960
812,LAO,1,1960,1960
800,THI,1,1964,1964
812,LAO,1,1964,1964
710,CHN,1,1955,1955
2,USA,1,1955,1955
710,CHN,1,1954,1954
2,USA,1,1954,1954
200,UKG,1,1954,1954
710,CHN,1,1954,1954
710,CHN,1,1953,1953
2,USA,1,1953,1953
365,RUS,1,1953,1953
713,TAW,1,1953,1953
200,UKG,1,1955,1955
713,TAW,1,1955,1955
200,UKG,1,1958,1958
710,CHN,1,1958,1958
93,NIC,1,1920,1920
91,HON,1,1920,1920
41,HAI,1,1949,1949
42,DOM,1,1949,1949
93,NIC,1,1957,1957
94,COS,1,1957,1957
140,BRA,1,1866,1866
2,USA,1,1866,1866
160,ARG,1,1875,1875
140,BRA,1,1875,1875
92,SAL,1,1876,1876
325,ITA,1,1876,1876
90,GUA,1,1890,1890
230,SPN,1,1890,1890
160,ARG,1,1911,1911
150,PAR,1,1911,1911
155,CHL,1,1921,1921
135,PER,1,1921,1921
2,USA,1,1957,1957
713,TAW,1,1957,1957
710,CHN,1,1957,1957
100,COL,1,1932,1933
135,PER,1,1932,1933
140,BRA,1,1932,1933
135,PER,1,1932,1932
100,COL,1,1932,1932
130,ECU,1,1932,1932
2,USA,1,1951,1952
710,CHN,1,1951,1952
713,TAW,1,1951,1952
365,RUS,1,1980,1982
770,PAK,1,1979,1982
700,AFG,1,1979,1982
365,RUS,1,1984,1985
700,AFG,1,1983,1987
770,PAK,1,1983,1987
160,ARG,1,1842,1843
220,FRN,1,1842,1843
200,UKG,1,1842,1843
365,RUS,1,1936,1936
255,GMY,1,1936,1936
345,YGS,1,1971,1971
355,BUL,1,1971,1971
530,ETI,1,1965,1965
520,SOM,1,1965,1965
530,ETI,1,1966,1966
520,SOM,1,1966,1966
530,ETI,1,1973,1973
520,SOM,1,1973,1973
40,CUB,1,1977,1978
520,SOM,1,1977,1978
530,ETI,1,1977,1978
530,ETI,1,1978,1979
520,SOM,1,1978,1979
530,ETI,1,1980,1981
520,SOM,1,1980,1981
520,SOM,1,1982,1983
530,ETI,1,1982,1983
520,SOM,1,1984,1984
530,ETI,1,1984,1984
530,ETI,1,1984,1985
520,SOM,1,1984,1985
530,ETI,1,1985,1985
520,SOM,1,1985,1985
155,CHL,1,1891,1891
160,ARG,1,1891,1891
155,CHL,1,1905,1905
160,ARG,1,1905,1905
160,ARG,1,1909,1909
155,CHL,1,1909,1909
155,CHL,1,1958,1958
160,ARG,1,1958,1958
160,ARG,1,1964,1964
155,CHL,1,1964,1964
160,ARG,1,1977,1978
155,CHL,1,1977,1978
155,CHL,1,1978,1979
160,ARG,1,1978,1979
160,ARG,1,1980,1981
155,CHL,1,1980,1981
160,ARG,1,1981,1981
155,CHL,1,1981,1981
160,ARG,1,1981,1982
155,CHL,1,1981,1982
160,ARG,1,1983,1983
155,CHL,1,1983,1983
155,CHL,1,1984,1984
160,ARG,1,1984,1984
710,CHN,1,1950,1950
750,IND,1,1950,1950
710,CHN,1,1954,1954
750,IND,1,1954,1954
710,CHN,1,1955,1955
750,IND,1,1955,1955
750,IND,1,1956,1956
710,CHN,1,1956,1956
710,CHN,1,1956,1956
750,IND,1,1956,1956
710,CHN,1,1958,1958
750,IND,1,1958,1958
750,IND,1,1962,1963
710,CHN,1,1962,1963
710,CHN,1,1964,1965
750,IND,1,1964,1965
750,IND,1,1965,1965
710,CHN,1,1965,1965
750,IND,1,1967,1967
710,CHN,1,1967,1967
750,IND,1,1969,1969
710,CHN,1,1969,1969
710,CHN,1,1971,1971
750,IND,1,1971,1971
710,CHN,1,1973,1973
750,IND,1,1973,1973
710,CHN,1,1979,1979
750,IND,1,1979,1979
710,CHN,1,1985,1987
750,IND,1,1985,1987
645,IRQ,1,1934,1935
630,IRN,1,1934,1935
630,IRN,1,1953,1953
645,IRQ,1,1953,1953
645,IRQ,1,1961,1961
630,IRN,1,1961,1961
630,IRN,1,1965,1966
645,IRQ,1,1965,1966
645,IRQ,1,1966,1966
630,IRN,1,1966,1966
645,IRQ,1,1969,1969
630,IRN,1,1969,1969
630,IRN,1,1970,1970
645,IRQ,1,1970,1970
645,IRQ,1,1971,1971
630,IRN,1,1971,1971
630,IRN,1,1973,1973
645,IRQ,1,1973,1973
630,IRN,1,1974,1974
645,IRQ,1,1974,1974
630,IRN,1,1979,1979
645,IRQ,1,1979,1979
630,IRN,1,1979,1980
645,IRQ,1,1979,1980
630,IRN,1,1980,1988
645,IRQ,1,1980,1988
70,MEX,1,1842,1842
2,USA,1,1842,1842
70,MEX,1,1870,1870
2,USA,1,1870,1870
130,ECU,1,1984,1984
135,PER,1,1984,1984
130,ECU,1,1981,1981
135,PER,1,1981,1981
130,ECU,1,1977,1978
135,PER,1,1977,1978
135,PER,1,1953,1953
130,ECU,1,1953,1953
130,ECU,1,1950,1950
135,PER,1,1950,1950
135,PER,1,1943,1943
130,ECU,1,1943,1943
130,ECU,1,1942,1942
135,PER,1,1942,1942
130,ECU,1,1937,1937
135,PER,1,1937,1937
135,PER,1,1911,1911
130,ECU,1,1911,1911
135,PER,1,1891,1891
130,ECU,1,1891,1891
145,BOL,1,1886,1886
150,PAR,1,1886,1886
150,PAR,1,1921,1921
145,BOL,1,1921,1921
150,PAR,1,1923,1923
145,BOL,1,1923,1923
145,BOL,1,1924,1924
150,PAR,1,1924,1924
150,PAR,1,1927,1927
145,BOL,1,1927,1927
145,BOL,1,1930,1930
150,PAR,1,1930,1930
145,BOL,1,1936,1937
150,PAR,1,1936,1937
145,BOL,1,1937,1937
150,PAR,1,1937,1937
200,UKG,1,1974,1975
500,UGA,1,1974,1975
625,SDN,1,1975,1975
530,ETI,1,1975,1975
620,LIB,1,1972,1972
625,SDN,1,1972,1972
90,GUA,1,1977,1977
200,UKG,1,1977,1977
510,TAZ,1,1977,1977
500,UGA,1,1977,1977
620,LIB,1,1979,1979
510,TAZ,1,1978,1979
500,UGA,1,1978,1979
625,SDN,1,1977,1977
530,ETI,1,1977,1977
155,CHL,1,1977,1977
135,PER,1,1977,1977
501,KEN,1,1977,1977
510,TAZ,1,1977,1977
140,BRA,1,1928,1928
145,BOL,1,1928,1928
140,BRA,1,1928,1928
150,PAR,1,1928,1928
145,BOL,1,1928,1928
150,PAR,1,1928,1928
160,ARG,1,1928,1928
560,SAF,1,1977,1977
490,ZAI,1,1977,1977
812,LAO,1,1977,1977
811,CAM,1,1977,1977
484,CON,1,1977,1977
482,CEN,1,1977,1977
500,UGA,1,1977,1977
220,FRN,1,1977,1977
600,MOR,1,1977,1977
651,EGY,1,1977,1977
40,CUB,1,1977,1977
490,ZAI,1,1977,1977
540,ANG,1,1977,1977
670,SAU,1,1980,1980
678,YAR,1,1980,1980
651,EGY,1,1964,1964
670,SAU,1,1964,1964
678,YAR,1,1966,1967
200,UKG,1,1966,1967
678,YAR,1,1963,1963
200,UKG,1,1963,1963
352,CYP,1,1983,1983
651,EGY,1,1983,1983
220,FRN,1,1871,1871
255,GMY,1,1871,1871
255,GMY,1,1871,1871
220,FRN,1,1871,1871
220,FRN,1,1885,1885
255,GMY,1,1885,1885
352,CYP,1,1965,1965
640,TUR,1,1965,1965
352,CYP,1,1965,1965
640,TUR,1,1965,1965
640,TUR,1,1974,1974
350,GRC,1,1974,1974
350,GRC,1,1978,1978
640,TUR,1,1978,1978
350,GRC,1,1981,1982
640,TUR,1,1981,1982
2,USA,1,1983,1984
350,GRC,1,1982,1984
640,TUR,1,1982,1984
350,GRC,1,1984,1985
640,TUR,1,1984,1985
352,CYP,1,1986,1986
640,TUR,1,1986,1986
350,GRC,1,1986,1987
640,TUR,1,1986,1987
770,PAK,1,1951,1951
700,AFG,1,1951,1951
700,AFG,1,1956,1956
770,PAK,1,1956,1956
710,CHN,1,1917,1917
365,RUS,1,1917,1917
2,USA,1,1913,1914
70,MEX,1,1913,1914
2,USA,1,1918,1918
70,MEX,1,1918,1918
70,MEX,1,1919,1920
2,USA,1,1919,1920
732,ROK,1,1949,1949
731,PRK,1,1949,1949
2,USA,1,1958,1961
732,ROK,1,1958,1961
731,PRK,1,1958,1961
2,USA,1,1962,1962
732,ROK,1,1962,1962
731,PRK,1,1962,1962
732,ROK,1,1963,1964
2,USA,1,1963,1964
731,PRK,1,1963,1964
732,ROK,1,1970,1971
731,PRK,1,1970,1971
732,ROK,1,1974,1974
731,PRK,1,1974,1974
2,USA,1,1977,1978
732,ROK,1,1977,1978
731,PRK,1,1977,1978
2,USA,1,1979,1980
731,PRK,1,1979,1980
732,ROK,1,1979,1980
732,ROK,1,1981,1982
731,PRK,1,1981,1982
2,USA,1,1983,1983
732,ROK,1,1983,1983
731,PRK,1,1983,1983
2,USA,1,1985,1985
731,PRK,1,1984,1985
732,ROK,1,1984,1985
732,ROK,1,1986,1986
731,PRK,1,1986,1986
710,CHN,1,1873,1873
740,JPN,1,1873,1873
710,CHN,1,1875,1875
740,JPN,1,1875,1875
710,CHN,1,1879,1879
740,JPN,1,1879,1879
740,JPN,1,1882,1882
710,CHN,1,1882,1882
710,CHN,1,1907,1907
740,JPN,1,1907,1907
710,CHN,1,1909,1909
740,JPN,1,1909,1909
740,JPN,1,1916,1917
710,CHN,1,1916,1917
710,CHN,1,1920,1920
740,JPN,1,1920,1920
710,CHN,1,1925,1925
740,JPN,1,1925,1925
220,FRN,1,1926,1926
255,GMY,1,1926,1926
200,UKG,1,1926,1926
2,USA,1,1926,1926
365,RUS,1,1926,1926
325,ITA,1,1926,1926
710,CHN,1,1926,1926
740,JPN,1,1926,1926
710,CHN,1,1927,1927
740,JPN,1,1927,1927
710,CHN,1,1927,1927
740,JPN,1,1927,1927
740,JPN,1,1933,1933
710,CHN,1,1933,1933
710,CHN,1,1935,1935
740,JPN,1,1935,1935
740,JPN,1,1935,1935
710,CHN,1,1935,1935
740,JPN,1,1936,1936
710,CHN,1,1936,1936
2,USA,1,1958,1958
365,RUS,1,1958,1958
2,USA,1,1958,1958
365,RUS,1,1958,1958
2,USA,1,1961,1961
365,RUS,1,1961,1961
2,USA,1,1963,1963
260,NA,1,1963,1963
365,RUS,1,1963,1963
2,USA,1,1961,1962
365,RUS,1,1962,1962
265,NA,1,1961,1962
260,NA,1,1961,1962
365,RUS,1,1964,1964
2,USA,1,1964,1964
2,USA,1,1970,1970
365,RUS,1,1970,1970
365,RUS,1,1977,1977
2,USA,1,1977,1977
365,RUS,1,1978,1979
2,USA,1,1978,1979
2,USA,1,1979,1979
365,RUS,1,1979,1979
40,CUB,1,1979,1979
2,USA,1,1979,1979
365,RUS,1,1979,1979
365,RUS,1,1980,1980
2,USA,1,1980,1980
200,UKG,1,1980,1980
210,NTH,1,1980,1980
385,NOR,1,1980,1980
325,ITA,1,1980,1980
260,NA,1,1980,1980
20,CAN,1,1980,1980
365,RUS,1,1980,1980
2,USA,1,1980,1980
365,RUS,1,1981,1981
2,USA,1,1981,1981
740,JPN,1,1982,1983
2,USA,1,1982,1983
365,RUS,1,1982,1983
2,USA,1,1984,1984
365,RUS,1,1984,1984
365,RUS,1,1983,1984
2,USA,1,1983,1984
260,NA,1,1984,1984
315,CZE,1,1984,1984
265,NA,1,1985,1985
200,UKG,1,1985,1985
365,RUS,1,1985,1985
2,USA,1,1985,1985
365,RUS,1,1986,1986
2,USA,1,1986,1986
41,HAI,1,1911,1911
255,GMY,1,1911,1911
2,USA,1,1911,1911
140,BRA,1,1856,1858
150,PAR,1,1856,1858
200,UKG,1,1982,1982
101,VEN,1,1981,1982
110,GUY,1,1981,1982
101,VEN,1,1969,1969
110,GUY,1,1969,1969
110,GUY,1,1970,1970
101,VEN,1,1970,1970
135,PER,1,1860,1860
155,CHL,1,1860,1860
100,COL,1,1837,1837
200,UKG,1,1837,1837
713,TAW,1,1955,1955
2,USA,1,1954,1956
732,ROK,1,1954,1956
731,PRK,1,1954,1956
530,ETI,1,1987,1987
520,SOM,1,1987,1987
200,UKG,1,1893,1893
220,FRN,1,1893,1893
315,CZE,1,1939,1939
255,GMY,1,1939,1939
220,FRN,1,1937,1937
325,ITA,1,1937,1937
325,ITA,1,1937,1937
200,UKG,1,1937,1937
95,PAN,1,1937,1937
325,ITA,1,1937,1937
390,DEN,1,1937,1937
325,ITA,1,1937,1937
220,FRN,1,1908,1908
230,SPN,1,1908,1908
70,MEX,1,1916,1916
200,UKG,1,1916,1916
70,MEX,1,1913,1914
200,UKG,1,1913,1914
70,MEX,1,1913,1913
255,GMY,1,1913,1913
70,MEX,1,1913,1913
230,SPN,1,1913,1913
255,GMY,1,1900,1901
365,RUS,1,1900,1901
710,CHN,1,1900,1901
710,CHN,1,1986,1987
732,ROK,1,1986,1987
140,BRA,1,1929,1930
150,PAR,1,1929,1930
110,GUY,1,1976,1976
101,VEN,1,1976,1976
110,GUY,1,1976,1976
115,SUR,1,1976,1976
200,UKG,1,1972,1972
90,GUA,1,1972,1972
135,PER,1,1875,1875
145,BOL,1,1875,1875
135,PER,1,1906,1906
145,BOL,1,1906,1906
2,USA,1,1858,1858
135,PER,1,1858,1858
100,COL,1,1982,1982
101,VEN,1,1982,1982
91,HON,1,1979,1979
93,NIC,1,1979,1979
110,GUY,1,1977,1978
115,SUR,1,1977,1978
640,TUR,1,1976,1976
666,ISR,1,1976,1976
339,ALB,1,1949,1949
345,YGS,1,1949,1949
651,EGY,1,1958,1958
645,IRQ,1,1958,1958
200,UKG,1,1958,1958
645,IRQ,1,1958,1958
640,TUR,1,1958,1958
666,ISR,1,1976,1976
2,USA,1,1976,1976
200,UKG,1,1901,1902
101,VEN,1,1901,1902
93,NIC,1,1948,1949
94,COS,1,1948,1949
94,COS,1,1948,1948
93,NIC,1,1948,1948
100,COL,1,1898,1898
325,ITA,1,1898,1898
100,COL,1,1902,1902
101,VEN,1,1902,1902
2,USA,1,1896,1896
100,COL,1,1896,1896
93,NIC,1,1962,1962
91,HON,1,1962,1962
93,NIC,1,1978,1978
94,COS,1,1978,1978
91,HON,1,1981,1985
2,USA,1,1983,1985
93,NIC,1,1981,1985
70,MEX,1,1982,1983
90,GUA,1,1982,1983
94,COS,1,1983,1984
93,NIC,1,1983,1984
70,MEX,1,1984,1984
90,GUA,1,1984,1984
92,SAL,1,1985,1985
91,HON,1,1985,1985
91,HON,1,1986,1988
2,USA,1,1986,1988
93,NIC,1,1986,1988
41,HAI,1,1986,1986
42,DOM,1,1986,1986
100,COL,1,1986,1986
101,VEN,1,1986,1986
678,YAR,1,1978,1979
680,YPR,1,1978,1979
670,SAU,1,1965,1965
678,YAR,1,1965,1965
651,EGY,1,1965,1965
670,SAU,1,1967,1967
651,EGY,1,1967,1967
200,UKG,1,1918,1920
365,RUS,1,1918,1920
365,RUS,1,1920,1920
200,UKG,1,1920,1920
200,UKG,1,1918,1919
220,FRN,1,1918,1919
350,GRC,1,1918,1919
360,RUM,1,1918,1919
365,RUS,1,1918,1919
200,UKG,1,1918,1919
345,YGS,1,1918,1919
220,FRN,1,1918,1919
325,ITA,1,1918,1919
2,USA,1,1918,1919
365,RUS,1,1918,1919
220,FRN,1,1854,1854
200,UKG,1,1854,1854
350,GRC,1,1854,1854
640,TUR,1,1854,1854
220,FRN,1,1887,1887
255,GMY,1,1887,1887
220,FRN,1,1887,1887
255,GMY,1,1887,1887
350,GRC,1,1946,1947
339,ALB,1,1946,1947
339,ALB,1,1952,1952
345,YGS,1,1952,1952
670,SAU,1,1969,1970
678,YAR,1,1969,1970
230,SPN,1,1975,1975
600,MOR,1,1975,1975
620,LIB,1,1985,1985
616,TUN,1,1985,1985
230,SPN,1,1984,1984
220,FRN,1,1984,1984
230,SPN,1,1984,1984
205,IRE,1,1984,1984
230,SPN,1,1985,1985
205,IRE,1,1985,1985
211,BEL,1,1985,1985
630,IRN,1,1985,1985
640,TUR,1,1985,1985
645,IRQ,1,1985,1985
93,NIC,1,1985,1985
94,COS,1,1985,1985
260,NA,1,1985,1985
630,IRN,1,1985,1985
338,NA,1,1985,1985
645,IRQ,1,1985,1985
325,ITA,1,1985,1985
645,IRQ,1,1985,1985
710,CHN,1,1985,1985
732,ROK,1,1985,1985
200,UKG,1,1985,1985
630,IRN,1,1985,1985
95,PAN,1,1985,1985
645,IRQ,1,1985,1985
670,SAU,1,1985,1985
630,IRN,1,1985,1985
690,KUW,1,1985,1985
630,IRN,1,1985,1985
732,ROK,1,1985,1985
630,IRN,1,1985,1985
390,DEN,1,1985,1986
630,IRN,1,1985,1986
325,ITA,1,1985,1985
630,IRN,1,1985,1985
2,USA,1,1985,1985
260,NA,1,1985,1985
315,CZE,1,1985,1985
220,FRN,1,1985,1985
630,IRN,1,1985,1985
260,NA,1,1985,1985
645,IRQ,1,1985,1985
616,TUN,1,1985,1985
666,ISR,1,1985,1985
692,BAH,1,1986,1986
645,IRQ,1,1986,1986
630,IRN,1,1986,1986
640,TUR,1,1986,1986
522,DJI,1,1986,1986
680,YPR,1,1986,1986
350,GRC,1,1986,1986
645,IRQ,1,1986,1986
552,ZIM,1,1986,1986
560,SAF,1,1986,1986
551,ZAM,1,1986,1986
560,SAF,1,1986,1986
692,BAH,1,1986,1986
694,QAT,1,1986,1986
94,COS,1,1986,1986
93,NIC,1,1986,1986
670,SAU,1,1986,1986
630,IRN,1,1986,1986
640,TUR,1,1986,1986
630,IRN,1,1986,1986
2,USA,1,1986,1986
630,IRN,1,1986,1986
713,TAW,1,1986,1986
160,ARG,1,1986,1986
571,BOT,1,1986,1986
560,SAF,1,1986,1986
439,BFO,1,1985,1986
432,MLI,1,1985,1986
352,CYP,1,1985,1986
645,IRQ,1,1985,1986
210,NTH,1,1985,1986
630,IRN,1,1985,1986
692,BAH,1,1986,1986
696,UAE,1,1986,1986
670,SAU,1,1986,1986
694,QAT,1,1986,1986
690,KUW,1,1986,1986
630,IRN,1,1986,1986
365,RUS,1,1986,1986
630,IRN,1,1986,1986
553,MAW,1,1986,1986
552,ZIM,1,1986,1986
551,ZAM,1,1986,1986
541,MZM,1,1986,1986
630,IRN,1,1983,1983
365,RUS,1,1983,1983
620,LIB,1,1986,1986
666,ISR,1,1986,1986
450,LBR,1,1986,1986
630,IRN,1,1986,1986
690,KUW,1,1986,1986
630,IRN,1,1986,1986
352,CYP,1,1986,1986
645,IRQ,1,1986,1986
200,UKG,1,1986,1986
630,IRN,1,1986,1986
315,CZE,1,1986,1986
260,NA,1,1986,1986
200,UKG,1,1986,1986
230,SPN,1,1986,1986
572,SWA,1,1986,1986
560,SAF,1,1986,1986
920,NEW,1,1985,1985
220,FRN,1,1985,1985
355,BUL,1,1986,1986
640,TUR,1,1986,1986
365,RUS,1,1978,1978
630,IRN,1,1978,1978
365,RUS,1,1918,1920
290,POL,1,1919,1920
368,LIT,1,1918,1920
365,RUS,1,1919,1920
255,GMY,1,1919,1920
367,LAT,1,1919,1920
290,POL,1,1920,1920
200,UKG,1,1919,1920
365,RUS,1,1918,1919
366,EST,1,1918,1919
200,UKG,1,1918,1919
2,USA,1,1918,1920
200,UKG,1,1918,1920
740,JPN,1,1917,1920
325,ITA,1,1918,1920
20,CAN,1,1920,1920
220,FRN,1,1918,1920
365,RUS,1,1917,1920
2,USA,1,1966,1966
438,GUI,1,1966,1966
452,GHA,1,1960,1960
490,ZAI,1,1960,1960
211,BEL,1,1960,1960
365,RUS,1,1960,1960
516,BUI,1,1972,1972
517,RWA,1,1972,1972
420,GAM,1,1971,1971
433,SEN,1,1971,1971
516,BUI,1,1973,1973
510,TAZ,1,1973,1973
490,ZAI,1,1971,1971
551,ZAM,1,1971,1971
484,CON,1,1971,1972
490,ZAI,1,1971,1972
517,RWA,1,1971,1971
500,UGA,1,1971,1971
625,SDN,1,1971,1971
500,UGA,1,1971,1971
811,CAM,1,1963,1963
800,THI,1,1963,1963
811,CAM,1,1964,1965
800,THI,1,1964,1965
770,PAK,1,1949,1949
750,IND,1,1949,1949
750,IND,1,1952,1952
770,PAK,1,1952,1952
770,PAK,1,1956,1956
750,IND,1,1956,1956
750,IND,1,1958,1959
770,PAK,1,1958,1959
770,PAK,1,1962,1962
750,IND,1,1962,1962
750,IND,1,1963,1963
770,PAK,1,1963,1963
750,IND,1,1965,1965
770,PAK,1,1965,1965
750,IND,1,1966,1966
770,PAK,1,1966,1966
750,IND,1,1969,1969
770,PAK,1,1969,1969
750,IND,1,1969,1970
770,PAK,1,1969,1970
770,PAK,1,1969,1969
750,IND,1,1969,1969
770,PAK,1,1970,1970
750,IND,1,1970,1970
750,IND,1,1972,1972
770,PAK,1,1972,1972
770,PAK,1,1981,1981
750,IND,1,1981,1981
770,PAK,1,1982,1982
750,IND,1,1982,1982
770,PAK,1,1983,1984
750,IND,1,1983,1984
750,IND,1,1984,1984
770,PAK,1,1984,1984
750,IND,1,1985,1985
770,PAK,1,1985,1985
770,PAK,1,1986,1986
750,IND,1,1986,1986
390,DEN,1,1915,1918
255,GMY,1,1915,1918
255,GMY,1,1918,1918
91,HON,1,1918,1918
255,GMY,1,1918,1918
90,GUA,1,1918,1918
350,GRC,1,1916,1916
220,FRN,1,1916,1916
255,GMY,1,1917,1918
300,NA,1,1917,1918
710,CHN,1,1917,1918
41,HAI,1,1887,1887
200,UKG,1,1887,1887
710,CHN,1,1919,1919
365,RUS,1,1919,1919
710,CHN,1,1919,1919
740,JPN,1,1919,1919
365,RUS,1,1919,1919
740,JPN,1,1919,1919
365,RUS,1,1945,1945
710,CHN,1,1945,1945
710,CHN,1,1945,1946
365,RUS,1,1945,1946
710,CHN,1,1962,1962
365,RUS,1,1962,1962
710,CHN,1,1964,1965
365,RUS,1,1964,1965
710,CHN,1,1965,1966
365,RUS,1,1965,1966
365,RUS,1,1967,1967
710,CHN,1,1967,1967
365,RUS,1,1967,1967
710,CHN,1,1967,1967
710,CHN,1,1968,1968
365,RUS,1,1968,1968
365,RUS,1,1973,1973
710,CHN,1,1973,1973
712,MON,1,1974,1974
365,RUS,1,1974,1974
710,CHN,1,1974,1974
710,CHN,1,1977,1977
365,RUS,1,1977,1977
710,CHN,1,1978,1978
365,RUS,1,1978,1978
710,CHN,1,1979,1980
365,RUS,1,1979,1980
710,CHN,1,1980,1980
365,RUS,1,1980,1980
365,RUS,1,1986,1986
710,CHN,1,1986,1986
740,JPN,1,1871,1872
365,RUS,1,1871,1872
365,RUS,1,1920,1921
740,JPN,1,1920,1921
365,RUS,1,1936,1936
740,JPN,1,1936,1936
740,JPN,1,1945,1945
712,MON,1,1945,1945
740,JPN,1,1975,1975
365,RUS,1,1975,1975
740,JPN,1,1978,1979
365,RUS,1,1978,1979
740,JPN,1,1984,1984
365,RUS,1,1984,1984
817,NA,1,1963,1963
811,CAM,1,1963,1963
811,CAM,1,1962,1962
817,NA,1,1962,1962
817,NA,1,1960,1960
811,CAM,1,1960,1960
817,NA,1,1959,1959
811,CAM,1,1959,1959
2,USA,1,1916,1916
255,GMY,1,1916,1916
95,PAN,1,1987,1988
630,IRN,1,1987,1988
93,NIC,1,1987,1987
94,COS,1,1987,1987
41,HAI,1,1987,1987
42,DOM,1,1987,1987
220,FRN,1,1987,1987
20,CAN,1,1987,1987
365,RUS,1,1987,1988
380,SWD,1,1987,1988
645,IRQ,1,1987,1987
2,USA,1,1987,1987
630,IRN,1,1987,1988
2,USA,1,1987,1988
2,USA,1,1987,1988
95,PAN,1,1987,1988
40,CUB,1,1987,1987
2,USA,1,1987,1987
620,LIB,1,1978,1978
651,EGY,1,1978,1978
235,POR,1,1961,1961
434,BEN,1,1961,1961
910,PNG,1,1988,1988
850,INS,1,1988,1988
840,PHI,1,1988,1988
820,MAL,1,1988,1988
800,THI,1,1988,1988
775,MYA,1,1988,1988
740,JPN,1,1988,1988
910,PNG,1,1988,1988
710,CHN,1,1988,1988
816,VIE,1,1988,1988
710,CHN,1,1988,1988
713,TAW,1,1988,1988
740,JPN,1,1988,1988
630,IRN,1,1988,1988
696,UAE,1,1988,1988
630,IRN,1,1988,1988
572,SWA,1,1988,1988
560,SAF,1,1988,1988
560,SAF,1,1988,1988
571,BOT,1,1988,1988
552,ZIM,1,1988,1988
560,SAF,1,1988,1988
571,BOT,1,1988,1988
540,ANG,1,1988,1988
625,SDN,1,1988,1988
530,ETI,1,1988,1988
450,LBR,1,1988,1988
645,IRQ,1,1988,1988
360,RUM,1,1988,1988
630,IRN,1,1988,1988
352,CYP,1,1988,1988
640,TUR,1,1988,1988
352,CYP,1,1988,1988
640,TUR,1,1988,1988
820,MAL,1,1988,1988
630,IRN,1,1988,1988
260,NA,1,1988,1988
630,IRN,1,1988,1988
230,SPN,1,1988,1988
645,IRQ,1,1988,1988
230,SPN,1,1988,1988
630,IRN,1,1988,1988
630,IRN,1,1988,1988
220,FRN,1,1988,1988
200,UKG,1,1988,1988
645,IRQ,1,1988,1988
101,VEN,1,1988,1988
100,COL,1,1988,1988
